111_010111010010 000_011101011110 000_010110100100 000_110010100000
111_100011011110 000_100100111001 000_100110000100 000_111010101000
000_011000011101 000_101110110001 111_110111001011 000_010100001010

000_000010101010 000_111110101000 111_000001101011 111_000001000011
111_010110001001 000_110001101000 111_000111000111 111_011011000110
111_100000010111 000_110101010001 000_100011110011 000_101101101110
111_111011011100 111_101011010011 111_111010100000 111_110010001111

111_101100101111 000_100001100001 111_100001111011 000_010110101011
111_010110100001 111_110011111111 000_000011100010 000_101000010100
000_000010110100 000_100000100100 111_100101111000 111_010110111011
000_001000010001 000_110010000011 111_010111110111 111_000110000111

111_111000011110 000_000011010000 111_011010100011 000_010100010110
000_011110000000 111_011010101110 000_111000001111 000_111010011100
111_110100000010 111_111011010001 111_000010111111 111_011100100100
000_110100110110 000_001011000111 000_100101111010 000_000001000000

111_000000110110 111_011000101010 000_100010011111 111_011100100001
111_000100010010 000_100111010111 111_111011111010 111_111100011010
000_000111011010 111_011000001101 111_011111010000 000_011110101010
111_111100100111 111_011001111010 000_010100101001 111_101010010010

111_011000100101 111_111101010100 000_101100001010 000_001110100000
111_111000011111 000_101000000110 000_100111101001 000_100111000001
111_111101011001 111_111110111000 111_111100101011 000_100000100110
000_001111011010 000_100001111111 000_000101110100 111_110001001111

111_110011010010 000_100000011101 111_100001000101 000_010000101011
111_011000110110 000_011000100011 000_011000110011 111_001101110001
000_000101111011 111_010011110110 111_001010000101 000_101100001111
000_011010101111 000_100111000000 000_111001100011 111_011110111001

000_001101000110 000_100000000011 000_110110101011 000_101001101010
111_111100010110 000_011100101100 000_111111011111 000_010110111001
111_111110011101 000_010101000100 000_100001010000 111_100100100101
000_010011011000 111_011001100101 000_001011001111 111_110011100110

000_111001000010 000_101000111101 111_101111011101 111_101011110100
000_010001010111 000_111010111001 111_010111111110 111_110010000100
000_110101001111 000_000110000011 111_101000011110 111_100000011101
111_001111100110 000_001011111101 111_110011000111 000_111011111101

000_001001001000 111_010101100110 000_111110010100 111_010000000100
111_010111100011 111_000111010110 111_110011000100 111_011000110101
111_011011000111 111_011101001001 000_001010111011 111_010110101011
111_111011001000 000_000111000110 000_100011000110 111_100101011001

111_101001011100 000_001110011011 000_100110101011 000_011111011000
111_111011011110 000_111010011111 000_011101111010 000_100110011011
111_010111011110 000_100111011001 111_111000010010 111_000000011000
000_001101011101 000_101111101101 111_010010110010 000_111011001110

000_011010010111 111_011111010110 111_100111001000 111_101000011001
111_111011111110 111_010100110111 000_110010101001 000_110100101101
111_011010010101 000_011111100101 000_100000100010 111_010111111101
111_010001100010 000_111010110110 000_110100000100 111_100100110011

000_000011001100 111_011001011000 111_000111010001 111_110000111100
000_010111111110 111_111100111101 000_011110001011 000_110111111010
000_000110000111 111_011111101011 000_110111110001 111_110111101101
000_100111110100 000_000100111100 000_000011010101 000_111101111110

111_100001011101 111_000001001011 111_010111101001 000_001101111110
111_111100001111 111_010011101001 000_111101100000 000_111000101111
111_010100111001 111_110010111000 000_110101110000 000_110110111110
111_101101000011 111_110001011111 000_101000101011 111_100011110111

000_111110111100 000_011101001100 000_110111000111 000_000011000001
111_010010110001 111_000000111110 111_101001000011 000_001011111100
111_110110111101 111_111000011100 111_010110100110 000_110011100101
000_000011000001 111_100110000011 111_010101111110 111_101001001010

000_000001001110 111_100110101110 111_001111011011 000_111000000001
111_100101001101 000_000001000100 111_111011001010 000_010100000110
111_011100000010 000_100101110101 111_010011101001 111_010001010000
000_101101100110 000_010011111000 111_010010111010 111_110110000101

111_110110100111 000_001100011111 111_000000111101 111_001110001101
000_011010101000 111_000010011101 111_001111001100 111_100000100101
111_011001101011 111_111101000011 000_011110011110 000_100100101101
111_101101101010 111_100000000000 111_110101001110 111_101011001011

111_010000010001 000_000010010010 000_001100001001 111_111100010100
000_100100011000 000_011111011000 000_101001001111 111_010000011100
000_110110011010 000_011000101010 000_100100101100 000_111100001011
111_001000100001 111_110011111100 000_011011001001 111_010001101000

000_001100101000 000_101000100110 000_010110010110 111_110100010001
111_011111000110 000_111001111101 000_010001100100 000_111011000011
000_111111011110 000_011111101111 000_011000101101 111_001111011001
000_000001100101 000_101011000101 111_101000000001 111_101010110001

111_001100100010 111_110101011111 000_110000111000 000_010110000011
111_100110010010 000_100001101100 111_000001110110 000_001000010100
111_001101011101 000_011011010110 000_010011110100 111_001110101001
000_110011001001 111_000111110001 111_101010011001 000_100111011010

111_000011101001 000_010000110011 000_000100011100 111_010001000111
000_010000111001 000_101010101100 000_111101100111 111_100000110101
111_000110000001 000_101100000010 111_101101111111 111_001001000101
000_101011111111 111_011101011011 111_000110101101 000_111011110100

000_011101011001 000_111101100001 000_111000100101 111_000101111011
111_111010001001 111_100001001001 000_011110101001 000_011000111110
000_010100011001 111_010111010001 000_100010111001 000_001011101000
000_101111001010 000_000100011010 111_000111111100 000_000000110101

000_101101110001 000_101100011000 000_001101110011 000_001101100001
111_111100111100 111_100111100010 111_001100100010 000_110111110011
000_101110011101 111_010011110001 000_000100111111 111_011010110101
111_000101010101 000_010100111111 111_000101001000 111_100111111000

000_010000010000 111_001001010111 111_000011011001 111_101000000011
111_001111100110 111_101001101001 111_110100011001 000_111110000110
111_010010100001 000_011101010000 000_100100100010 000_100001100001
000_011100101001 111_000001101000 111_011101111111 000_110101011111

111_100001010111 111_000011100111 111_011000100111 111_010110111111
111_100001110010 000_111111111110 000_111111011001 111_011111010100
111_011010011010 000_100010001001 111_010101000001 111_000010100001
111_110111001101 000_101011011001 000_011000001111 000_011100111110

000_010000100111 000_011000111000 111_100000010011 111_011001011100
000_110100000110 111_111011110010 000_100011100101 111_100011111000
111_100000011001 111_010011011000 111_011010001000 000_100001110001
000_010011100110 111_010000111110 111_101000111101 111_001010000000

000_011011100000 111_000010011011 111_101010110010 000_011111100011
111_011010011111 111_110111011010 111_100101101111 000_100110101000
111_101110110000 111_011001001001 000_100111110000 000_010100010111
000_110101101000 111_000110011111 000_110000101011 111_111001011100

111_110110011111 000_100000010100 111_010110111100 000_001001001000
000_001110011110 000_100100100111 000_000101100000 111_100001000011
111_101100011010 000_100101010011 000_010011011000 000_110100111000
111_011011000011 111_100000011111 000_001100101000 111_001011111101

111_010010001001 000_100111001101 000_101010010001 111_111011110010
000_010010101000 000_110011100101 111_111111100000 000_010011110110
000_101010011111 111_010101100101 000_111001111000 111_100011011110
111_011001100011 111_010010111110 000_100010011101 000_110001110011

111_110000101101 111_001011100111 111_111111010110 000_110010111000
000_101011000100 111_101010110010 000_110110101110 111_111010111010
000_100001100011 000_001110110111 000_010001000011 111_110101111000
000_100100100010 111_110100000001 111_110011011000 111_011100111011

000_000000100010 111_100000101000 000_011001001000 111_101100010100
000_111110010001 111_101101011111 111_011111011110 000_111001110111
000_000000000111 111_001100000101 000_010110001011 000_001110111011
111_111011010000 000_000001110100 111_111110111110 000_111010111101

000_110100000001 111_010100110001 111_101111010110 000_111011110111
000_010011010111 111_110000000010 000_001000001011 111_100111010110
000_110010010101 000_001010010100 111_001010101011 000_001100111110
111_110010001011 111_110011100010 000_100110010110 000_010110101100

111_101101000001 111_100001001001 000_000110111011 000_001101011110
000_001110000011 000_010011110011 111_110110001100 111_010110001110
111_111110100101 000_011011001001 111_011001000000 111_111100010001
000_001011100111 111_011101011000 000_001001110101 111_110111110100

000_100011101110 111_111001111100 000_011001110100 000_001001111001
000_100110111100 111_001110101011 111_100011100100 000_100100100111
111_001101101000 111_011011101111 000_010101111001 000_111100000110
000_101100010000 111_111111000101 000_001110001000 000_101001110000

000_001111010111 111_001001101111 000_001111001110 111_110001000101
111_101111111001 111_100010101000 000_111001110101 111_001001101001
000_110101101110 111_000100001100 000_010110110111 111_101110100101
111_001000110111 000_001101010110 111_110111000011 000_010100000111

000_001010001011 111_101001010001 000_110001110101 111_001000100010
111_111110000010 111_011101010101 000_011000011000 111_100000011100
000_000001101011 000_110001001111 000_001011111100 000_111110100101
111_110010110101 000_100110111111 000_000010100001 000_000111001000

000_100101110001 000_101010110000 111_100111001000 111_111010010000
111_110101100101 000_011001011001 000_001001011011 111_000100010010
000_000011100010 111_100001011000 111_111010111010 111_000011000001
000_110000110001 000_101000010101 000_010111111101 000_001111111011

111_111110110111 111_110111001011 000_000000011100 000_110110110101
000_010010100010 111_101111110010 000_111001010010 000_001110111010
111_111111100100 111_001011010100 000_101110011111 111_010111100001
000_100110111111 000_000100111011 111_010011000000 111_001101100001

111_010101001010 000_000110101111 000_110000011101 111_110010100111
000_110001101100 000_111001011011 000_010011010100 111_101101011100
000_010010100011 000_111100010000 111_100101101011 111_011100101110
000_101010101110 000_100101011100 111_100010100000 000_010011100011

111_110000000100 000_111110011000 000_100010101100 111_110010100100
000_010101101011 000_101010111110 000_001110110111 111_110010101000
000_101100001000 111_010000111110 111_011110100111 000_100010011011
111_001010110000 000_000001001110 111_011011111111 000_110100000000

000_111001100010 111_111000100000 000_000111100001 000_001101000010
111_000000011100 111_100001001101 000_011010110111 111_000110010000
000_111111001001 000_010100001011 000_001001000010 111_011100100010
000_100001100010 111_110000110101 000_010100001101 000_101111111111

111_000100000111 111_010110100101 000_000011000000 111_011100010100
111_111011010110 000_011110110011 000_100101110011 111_000001111000
000_011000111101 000_101001110100 111_100111100000 111_001100000010
000_100001010011 111_001110010000 111_100010010001 111_001000001010

111_001101100101 000_110001111000 000_100110011000 111_111110011110
111_101100011011 000_110100111100 111_101000101010 000_001000111101
111_011010100100 111_100001101010 000_101010110101 000_000110111000
111_101010111011 111_011111001001 000_100011101001 000_000010100110

000_010110100000 000_100000101101 111_101110110011 000_000011101101
000_110110010110 111_100111011101 111_000101001100 111_101010000000
111_101110111010 000_000001101100 111_101100001001 000_001100011111
111_100011101011 111_010110110000 111_111111000111 111_101100101101

000_011000001001 000_111111000111 111_111110000111 111_111101100110
111_000110010100 111_000101100011 000_001100111110 000_101100000010
111_010001111000 111_010101011010 111_000010110000 111_110101000100
000_000011111011 000_001011000000 111_111000111111 111_010110001011

000_101000001000 111_111000001010 000_110100110001 111_011111010111
000_001111000111 111_000101000001 111_001001100110 111_001100110001
000_010011001110 111_110101001101 000_101000101001 111_111000100010
000_000011110111 111_101000011100 000_101110010100 000_110110101010

000_000001011000 111_100110010000 000_010111100011 111_001111010011
111_000010000010 000_000110110010 000_100011010010 000_110100100001
111_110001001001 000_000111010010 111_010111110100 000_000101110111
000_000001010011 000_010000100101 000_011011101100 111_101110000111

111_100001100100 000_101111110011 111_010100000001 000_011100111111
111_111111000000 111_001000001011 111_011100110010 111_111000110111
111_111100101111 000_010101011101 111_110011001001 000_010101101000
000_101001100110 000_001100110010 111_001011101100 111_001101101110

000_000110111111 111_110111100010 111_101001000111 111_101110010101
000_111100000000 000_111000100010 000_111100000001 111_000101101010
111_011111000110 111_010011111101 111_011100100000 000_000110000101
111_011001001101 111_011101001100 000_010010011100 111_010111001001

000_001011010011 111_101000100001 000_010110111101 000_001001010001
111_000000100011 000_010101100101 111_001011110011 111_111110111011
000_110010011110 000_111001001101 000_101101101101 111_010101111100
111_111010101111 000_001111000100 000_010000110101 111_001110111010

111_110010111000 111_101001010000 111_101101000001 000_010010010101
000_010000101000 111_110011010000 000_000011111110 000_000011101000
000_100111010100 000_011001101011 000_101111011111 111_100100111001
111_001110111101 000_010001100001 000_001001001010 111_001100001011

111_100110101100 111_010010100111 111_100110111101 111_011111101101
000_010001000011 000_000001010111 111_011100110110 000_001000111101
000_000011111001 111_101111001100 111_010000110010 111_001011110110
000_111100111000 111_011000010001 000_000110111111 111_110000101110

000_100010001001 111_110010000111 111_001010000011 111_011100010011
111_101001110000 111_010101000010 000_111100100111 000_010101100100
000_011010011101 111_011100110010 000_101101011001 111_100101101101
111_101011111101 000_111011010001 000_100110110011 000_110010100100

111_011101010110 000_100101010000 000_100101100001 111_110111101110
111_110000001011 111_011110111110 111_000010111101 111_110101000101
000_000100010100 111_011101111000 000_111001011100 000_110110010001
000_000011001001 111_100000011111 000_011001101111 111_100110100100

000_001001101000 111_001110101110 111_111000111001 000_010110100011
111_010001000010 111_101110111110 000_101010000001 111_000011001111
111_010011010001 111_000001010001 000_010010001101 111_010011101010
000_011011110110 000_010111011100 111_101001101011 111_110001011010

000_101001000001 111_110100110100 000_011010111000 000_100110101001
111_001010011010 111_110111010001 111_011010000110 111_001100110110
111_010110010100 000_110100111000 111_101011101111 000_010100100100
000_001100111011 000_101011010110 111_111000111110 000_000110100111

000_100110100010 000_011110101011 111_000100010101 111_010001110100
000_111001010001 111_100110111001 111_101110011111 111_001101100010
111_110010101101 111_101100001010 111_100100100001 111_101011101011
111_110001001100 000_001001001011 000_100011110110 000_010101100100

111_010101111101 111_111001011010 000_000001011101 000_000100011100
111_001110101001 111_100011000100 111_011100000100 000_111000100101
000_001000101001 000_011010110011 111_111011000111 000_011111011101
000_001111011100 000_001111000010 111_110101101110 111_110001001111

111_001101101101 111_110010001100 000_101011010001 111_101111100000
000_011101101111 000_010111110100 000_111111111111 000_110110000010
000_001010100100 111_010111011111 111_010000101101 111_000101101011
111_101100011001 111_110000011011 000_110000110011 000_010010010010

111_000101111101 000_110010001011 000_010100100000 000_001000110011
111_001001011110 000_010011001101 111_011110010010 000_100011000100
000_111010001011 111_100010010010 111_110101110101 111_101000001100
111_011110000110 000_100000101001 000_000110011011 000_101110000010

111_101010000100 111_001111110000 111_100001000111 000_111101101010
000_100101100100 111_100001110000 111_111011111111 000_011000011101
000_010011001101 000_010011011111 000_011000101100 111_110100001111
000_110001101010 000_000000110001 111_101110010111 000_100111000100

000_100111010010 000_010100101000 111_000101000010 111_100010001111
000_011101111111 111_101001000011 000_101011001111 111_000011011011
000_011010111101 000_000010100111 000_111010000010 111_110110100000
000_010001110001 111_011010010001 111_100000111111 111_111101100111

000_001101000011 000_001010111000 000_100100001000 111_001000101000
000_001010100010 111_000011000101 111_010100101111 111_010110000011
111_100101100110 000_111010101011 111_100000001001 000_110000100110
111_010011011001 111_111110011011 111_111101110010 000_111111101111

000_000100100011 111_010011110000 111_110101001011 111_100010010110
111_001110010000 000_101011101101 111_000001111000 000_101001010001
111_000010010000 111_101101101011 111_011000010001 111_111100111111
111_011110100011 111_001100011011 000_011011110100 000_100011110101

000_111010101101 000_100000001010 111_100001011101 000_000001111001
111_110010000111 000_011111011001 000_100000001000 111_000000101111
000_111100011001 111_000111111010 111_111011011100 000_000000110110
000_100110101010 111_110000110110 000_110011000110 000_001010100101

111_100010101010 000_000100110000 000_011100000010 111_110000111100
111_011111101011 000_101110110010 000_101011011010 111_000010100111
111_100011110001 000_001110100000 111_101101101000 111_111100101101
000_000001010001 111_110000101001 111_110001100100 000_100111110101

111_010010111000 111_001100101110 000_010001101010 111_110011110101
000_100100100000 111_101100010000 000_101111111010 111_100101111101
000_011001001011 111_001110100100 000_001001110100 111_001011101100
111_010100011011 111_010101010000 111_111101010000 111_110010001011

000_110011100001 111_011001100110 111_111101101100 000_101011100011
111_101111001010 111_000110000111 111_010011000101 111_100011011011
000_110011100110 111_110000000011 111_111111000101 111_100010101100
000_111101001011 000_000110100110 000_001101000111 111_111010110100

111_001001110111 111_011001011010 000_010100111100 111_000001010001
000_010000000100 000_100111010000 111_001101011101 111_111100100100
000_010010001101 111_010010000000 000_010010010010 111_000101111011
000_110000100000 000_111001010000 000_001001011001 111_100011000111

000_111111011101 000_010100101011 111_011001010111 000_111110011010
111_100110100001 000_111011000110 000_000101011100 111_110110000100
000_000100000101 000_001010110101 111_101100110101 000_001111011011
000_111101111101 111_101000001001 111_001100000000 111_000011101000

111_101001000100 000_100110100111 000_000010011011 111_100000111000
111_100111000101 111_101011110100 000_010001000010 111_101100001101
000_000000111110 111_000110100110 111_100000101011 111_000011100110
111_111100100001 111_100010011011 111_111010010101 111_100110010111

111_011111011001 000_010001000010 111_010110000001 000_010111011000
111_110011101101 111_101010111011 111_001110011011 111_110000001101
000_011011111110 000_011100000110 111_000011111111 111_110010111110
000_111100101000 111_111011111111 111_000001000010 000_110111011000

000_001000000101 111_101011111011 000_010000101010 000_001010010110
111_110010100011 111_100001111001 000_010110010110 000_000010110110
000_110111100001 111_100011111010 111_101101100001 000_111000011000
000_000100111001 000_101001000001 111_010101100011 000_111000101011

000_000000001011 111_100110101110 000_010010001000 111_101001111010
000_111010010010 111_101001000101 000_100110101001 000_100011011101
000_001001010001 111_000111001101 000_100001010001 111_011111010000
000_000010101110 000_000111101011 000_010101001011 000_010001011010

000_011101111011 111_001100101100 000_111100010110 111_110001111000
000_110110001101 111_100100011011 111_101101001001 000_111000010000
111_011010100000 111_101110001100 111_110010000000 000_110001011011
000_101011001000 111_110101000101 000_010110100111 111_001110110011

000_010100100110 000_111010010101 111_101110010011 111_110010100110
000_010100111000 000_001110110010 000_111010011110 000_001010001000
111_000010001000 111_011010000100 111_000010000110 000_110000010111
111_101001001100 111_011111010001 000_001011010101 111_010111100110

000_111100011001 111_010001011011 111_010010101111 000_011011101011
111_010000101010 000_110011000001 111_101110100100 111_010010010101
111_011010010110 111_011100110110 000_110100111110 111_000000111110
111_100100100110 111_111000000011 000_110101100001 000_000100000101

000_110011000100 111_010001010011 111_000111001010 111_111100001000
111_111110100101 000_010011011100 000_110101011001 111_101010111101
000_101100000001 000_101000011100 000_100101001101 000_000000011111
000_010111000010 111_011101001010 111_111100100010 111_010011111010

111_010001101110 000_010010111100 000_101000010111 000_110101111101
000_111000101010 111_011101000111 111_100011000110 000_110011000100
111_011001000001 111_110111011110 111_001110111110 000_111111011101
111_100110011100 111_000011011110 111_010010111111 111_111100000001

000_011110011001 111_001000111011 000_111111101000 000_111010001101
000_111110000010 111_000001101000 000_111100100110 000_000010011100
000_001011111000 111_111110110101 111_100001000010 111_000010011001
111_001110111001 000_000110111011 111_111111101001 000_110100100100

000_101000010110 000_001011010001 111_101100010111 111_100110001001
111_111100101100 111_011110000111 000_010111011111 000_010011110101
111_001000001111 000_000010011010 000_101100010010 000_101001001011
000_000010001011 000_000010001100 000_110011011000 111_100110101100

111_001111111110 111_010111110001 000_101101101110 000_010101001100
000_101100001001 000_000001001111 111_111101111101 111_110101101111
111_100000111000 111_000101010000 111_011011001111 000_001111100011
000_011110011000 111_001001100000 111_101011110001 000_001110101001

000_110111101101 000_001010101000 000_000000101011 000_111001001010
111_100000101101 000_110101000110 111_000011100001 111_010101110101
111_101110001100 000_011100000010 000_110010100100 000_110011100100
000_100100111011 111_001101001001 111_001110010110 111_001111111100

000_001110100111 111_010101011100 000_000010010001 111_010100101101
111_101011000110 111_100110010001 000_100100011110 111_000101001100
000_011110101111 111_111111110010 000_101101101000 000_011000011111
000_111100101010 000_111111011011 000_111100111001 000_010000110110

111_111011011011 000_001011011101 111_011010111000 111_001001110101
000_110000011010 000_010111000001 000_100101111011 111_111000001101
000_011100110111 111_000110101010 000_010100100011 000_111010011111
000_000100110100 111_100100111001 111_111000000001 111_100011110111

111_100010110000 000_101010010100 111_011000111110 000_010111110101
111_111001011000 111_010000011011 000_000111000011 000_101100110101
000_010110010101 000_010011011011 111_000011011100 111_100010001100
111_101000101110 111_000000101101 000_010001100010 000_111111101011

111_000011010100 000_011010111000 111_010000000000 111_101011111011
111_000011111111 111_111010110001 000_111000010100 111_111100101010
111_010110110010 000_000110001101 000_001001100110 000_010011011000
000_011000000111 000_111101100101 111_111010100111 000_011000101111

111_001101001100 000_110101100100 111_111100000110 000_110000010001
000_011100111100 111_111100000101 000_010111100110 000_010000001010
111_001000001011 000_011101010011 111_110100111000 111_101111010001
000_110101110000 111_110111000001 000_100111111111 111_010110010100

111_000010111100 000_111111100101 000_011101110010 111_001110001111
000_100111110011 000_010001000101 111_101000110100 111_110111100100
000_001111011001 111_100110110101 111_101100100010 000_101001001110
000_001101111101 111_110010000010 000_111001000110 111_111101110110

111_111001000111 111_011000011100 000_001101101001 000_100011010100
000_001001110000 111_001010100001 000_011111001001 111_110001010111
000_010100100100 111_001011111011 111_110000010101 000_111011110110
000_110010110011 111_101101010101 111_001100010110 000_100100101110

111_011100100010 111_111101000100 111_000101110011 111_110011010100
111_110100110101 111_110011001100 111_111011111011 000_010011111111
000_001111110110 111_110010000000 111_100010110010 000_110100100101
000_000001101011 111_000000111011 000_001100100111 111_100100000001

111_111001101100 111_110011100111 000_001001001101 000_111010010000
000_010001011001 000_000110111011 111_100001100001 111_011110001110
111_000111001011 000_001110110100 000_110000101101 111_100100111101
111_111000011001 000_111000110010 111_001001000100 111_000100000100

111_110000100001 111_110001100011 000_000010101101 111_111010010001
000_110111011010 111_010011000010 000_101001100110 111_101100101111
111_110011010100 000_010101010110 000_011010101001 111_111101010010
000_011111011001 111_010011010000 111_001010110110 000_111010010110

000_001111001001 000_111011010010 111_000000110000 000_001100011110
111_000101110110 111_001110101011 000_110101010010 000_011111011001
000_011101111110 111_110110100110 000_000000010000 000_110100101101
000_000010101001 000_100110110011 111_010011000010 111_100000011010

111_001101001000 000_101101000111 000_010111000000 111_011100011001
000_011101100001 000_101011100011 111_110001111011 000_010000011010
000_011110010000 111_100011011001 111_010100011101 000_101000111011
111_001101011010 111_000100000010 000_100001110011 111_001010010100

000_111000001010 111_111101111100 000_110110111001 111_010100001110
000_001001010110 000_100001100101 000_011111010111 111_110001110110
111_011110110000 111_110110001000 000_001110011111 000_000101100101
000_111000100010 111_000000010111 111_111000001000 111_110011100000

111_100000110110 000_010000100101 111_111001010011 000_001011010111
111_001010111101 000_010110101011 111_100110001001 000_001010101101
111_110100011001 000_101010110111 000_100011010110 000_100011001111
000_111101010000 000_000000101110 111_001000101100 111_010101010011

111_110010010001 111_001001000010 000_000010000100 000_101111001100
111_000100101010 111_001010001011 111_100110000011 000_111010101110
111_100100101011 000_101101011000 000_010010110001 111_100111110010
000_101001100100 111_001011010000 111_011010010110 000_010100011011

111_101101110001 111_110100011011 000_010000101100 111_001111000101
000_110100111100 111_101010110010 111_101110101000 111_001111010001
000_111000110010 000_101110100001 111_000011110100 111_001001101000
111_101111001000 111_011001000100 111_100000111110 000_000010101101

111_100100111101 111_011010011001 111_001100111010 111_001100000001
000_011110110101 000_010010000111 111_111110000100 000_001101011000
000_010111100111 111_001101011100 111_000001101101 111_110110011110
000_011111000001 000_111001100110 111_111001100001 000_100100001000

111_000001000011 111_001100010110 000_111110011000 000_000010001010
111_001110001010 111_111110100000 000_100011110010 000_010011000010
111_011010111110 000_001001001111 000_010000011111 000_110011110000
111_011000101010 000_010000110111 111_001100101111 111_001010110010

111_111100101001 111_101001010000 000_010011100111 000_111110111001
111_110001010000 111_111110011011 000_110010011111 000_011111110011
000_000111100111 111_011010111100 000_101010110111 111_011000101101
111_110111011001 111_111100011110 111_100000011000 111_100100100000

111_110110100010 000_100010001111 111_110010000000 111_011010010001
000_110111110101 111_001101111000 111_100101101011 000_000100100010
000_010101011111 111_001101001000 000_100110010000 000_000010000100
000_000010100011 111_000010110000 111_001110100101 111_110100110111

000_100111001011 000_110101000001 111_110011110110 000_001010111100
000_100100100010 000_110111011100 111_100011000010 111_000000110100
000_111110100011 111_011000111001 111_101110110100 111_110111011100
000_011000000110 111_110010111111 000_101111111110 111_001101110010

000_110001110110 000_001100100011 000_100001111001 111_000010010111
111_011001010100 111_011001011100 000_011111010010 111_011011101110
000_001000010100 000_011110101000 111_001101101011 111_001011100001
111_010000011101 000_100110000001 111_101010001110 111_001110010100

000_000100001101 000_111010111111 111_011100010011 111_100000110100
000_000100110010 000_011110100100 111_101100010111 000_101101110010
000_001010001110 111_011000110110 000_101000100101 000_010011011110
111_000001101101 000_101110011000 000_001100101011 111_110101011110

000_101101000000 111_101001000111 111_011011101011 000_110011100000
111_010100010001 111_011111010110 111_101010000110 111_001110000111
000_111011111001 111_000110001001 000_111011001100 111_111110000010
000_011010111010 111_000011111110 000_010011101011 000_101110001001

111_101010111100 000_001001100001 000_011100111111 000_110011000000
111_011010101001 000_110011001101 000_110001111100 111_110100001011
111_000101111000 111_101011001100 111_100010001110 111_010001110111
111_010010111110 111_101011001001 111_001110101100 000_001111100100

000_010010000111 111_100101101011 111_000101000110 000_001110101101
111_101010100011 000_011010001101 000_000111110100 111_101011110000
000_010010110011 000_110010100011 111_111011010011 111_110001011000
111_011000111001 000_011010101011 000_011000111110 111_111110000010

000_010011011100 000_000011011110 111_011110110000 000_001100100111
111_011100011100 111_011000010100 111_100001100010 000_100101000101
111_101010001100 111_011001010001 111_001001011100 111_110000000110
111_000010000000 000_011001101011 111_101101000101 000_011110001000

111_011111100000 000_011100101111 111_111111000011 000_000010101100
000_111101001111 000_010111010010 000_011000011110 000_110010001000
111_110000000010 000_011111110100 111_010010100000 111_101111000011
000_011010111001 111_000001000000 000_001100001000 000_011001101111

111_010000100011 111_001100110011 000_110001101101 111_101011001010
000_001010011100 000_111111100001 000_001101011001 000_101000100110
000_100000011011 000_100000111101 000_001000110011 111_011110110011
111_001110011000 111_110110000101 000_110111010100 000_001101000001

000_101011011011 111_100011000100 000_111111101000 111_101000111010
111_101111001010 111_010110000000 000_000000111011 000_111111110000
111_100010100110 111_000110001011 000_001111100010 000_001111100010
000_101011001111 000_100010111100 111_000000010001 111_010101110100

111_100000011101 000_011010100001 111_111101101101 111_100101111111
111_111011001001 000_111110111111 000_110101110111 111_001000101010
111_001001111111 000_011010101111 111_001101010101 000_010001011101
000_011001010101 000_001110101101 111_111111001110 111_101101010111

111_101010001111 000_011010011101 111_001010111101 111_110000110101
000_111111100011 000_011100001110 111_100101100000 000_011101000010
000_001010011100 111_100001000111 111_010100011110 000_010010011000
111_011001111000 111_111101011110 000_101010101111 000_010101100101

000_110100000010 111_001110110001 000_010110010110 111_101101001111
111_001000001110 111_011111010010 111_000011110000 000_100000011011
111_000101000101 000_111101000100 111_010101101111 000_011000011001
111_000111000011 000_010001010000 000_000001010010 000_000110101000

000_110010000010 000_010010101101 111_001111100101 000_011001101011
111_111000011010 000_000110111110 000_111010111001 111_110001111111
000_100000111101 000_000001100001 000_101010101001 000_111101000001
111_000110100101 000_110111111110 000_101101111010 000_110111001010

111_111000111010 111_101000101011 000_011010111110 111_001111100000
111_000001110010 111_100110110000 000_000010010010 000_111111000110
111_000101110111 111_000000011011 111_101010100111 111_001100000111
111_101001100110 111_010000111010 111_001010101110 000_000011101110

000_001101011110 111_000111000011 000_010110000111 111_101011101010
111_101010011110 111_101111111101 000_011000000011 111_100011100100
000_110111110001 111_100011011100 000_010000010011 000_111001110101
000_010100010001 000_000000011011 000_111000101110 000_000000010010

111_110111010000 000_010100101100 000_100001011110 000_010101100110
000_111011110001 000_111001001011 000_000001010110 000_010011001100
111_011000011101 000_101100000010 000_011101100110 111_100101011000
111_111010000001 111_011111011101 111_001101010100 111_011011111010

111_000101110100 111_001100101111 000_000111010011 111_111011111110
111_111100100101 000_000011001010 111_100011100011 111_001100001010
000_010101010001 111_100011110000 000_101100000111 000_011110100001
000_111010000111 000_110011011110 111_000111000010 000_100000110110

000_001110000110 111_000111001001 111_010110001010 111_001010011110
000_011010111111 000_001011010001 000_011110011100 000_111000010010
000_110100000100 000_111000010101 000_010011010111 111_101000000011
000_100001010011 000_100111110101 111_110001101111 000_001011101101

000_101111011110 000_010100100110 000_100100111000 111_001011010000
000_101001010000 000_100100001100 111_000101000001 000_111000000001
111_100100000000 111_000110011011 000_010001111101 000_101000010001
111_101000010101 111_001110001110 111_100010110100 111_101001011000

000_100011101111 111_010001011001 111_001100001111 000_100100000110
000_101000011010 000_100111110010 000_110010100111 000_110100100000
111_010011101101 111_100100010000 111_101110110011 000_110000111010
111_110111000011 000_010000100111 000_111110101111 111_000010101011

